Dealer_Up,Drawn_Cards,Num_of_Hits,Did_YOU_Win
10 of Spades,"['10 of Spades', '10 of Diamonds', '2 of Spades', '6 of Spades', '6 of Hearts', 'King of Clubs', '7 of Spades', '2 of Clubs', '8 of Hearts', '9 of Spades', 'Jack of Spades', '3 of Hearts', 'Jack of Diamonds', 'King of Hearts', '3 of Diamonds', 'Ace of Hearts', '6 of Clubs', '5 of Clubs']",0,True
10 of Spades,"['10 of Spades', '10 of Diamonds', '2 of Spades', '6 of Spades', '6 of Hearts', 'King of Clubs', '7 of Spades', '2 of Clubs', '8 of Hearts', '9 of Spades', 'Jack of Spades', '3 of Hearts', 'Jack of Diamonds', 'King of Hearts', '3 of Diamonds', 'Ace of Hearts', '6 of Clubs', '5 of Clubs']",41,True
10 of Spades,"['10 of Spades', '10 of Diamonds', '2 of Spades', '6 of Spades', '6 of Hearts', 'King of Clubs', '7 of Spades', '2 of Clubs', '8 of Hearts', '9 of Spades', 'Jack of Spades', '3 of Hearts', 'Jack of Diamonds', 'King of Hearts', '3 of Diamonds', 'Ace of Hearts', '6 of Clubs', '5 of Clubs']",0,True
Jack of Spades,"['Jack of Spades', 'King of Diamonds', 'King of Hearts', '4 of Clubs', '5 of Diamonds', '10 of Spades', 'Ace of Spades', '5 of Clubs', 'Queen of Spades', '3 of Spades', 'Ace of Diamonds']",111,True
Jack of Spades,"['Jack of Spades', 'King of Diamonds', 'King of Hearts', '4 of Clubs', '5 of Diamonds', '10 of Spades', 'Ace of Spades', '5 of Clubs', 'Queen of Spades', '3 of Spades', 'Ace of Diamonds', 'Jack of Diamonds', '3 of Diamonds', 'Queen of Hearts']",78,True
Jack of Spades,"['Jack of Spades', 'King of Diamonds', 'King of Hearts', '4 of Clubs', '5 of Diamonds', '10 of Spades', 'Ace of Spades', '5 of Clubs', 'Queen of Spades', '3 of Spades', 'Ace of Diamonds', 'Jack of Diamonds', '3 of Diamonds', 'Queen of Hearts', 'Queen of Diamonds']",0,False
Jack of Spades,"['Jack of Spades', 'King of Diamonds', 'King of Hearts', '4 of Clubs', '5 of Diamonds', '10 of Spades', 'Ace of Spades', '5 of Clubs', 'Queen of Spades', '3 of Spades', 'Ace of Diamonds', 'Jack of Diamonds', '3 of Diamonds', 'Queen of Hearts', 'Queen of Diamonds']",42,False
Jack of Spades,"['Jack of Spades', 'King of Diamonds', 'King of Hearts', '4 of Clubs', '5 of Diamonds', '10 of Spades', 'Ace of Spades', '5 of Clubs', 'Queen of Spades', '3 of Spades', 'Ace of Diamonds', 'Jack of Diamonds', '3 of Diamonds', 'Queen of Hearts', 'Queen of Diamonds', 'Ace of Hearts']",0,False
6 of Spades,"['6 of Spades', '8 of Hearts', '8 of Diamonds', '5 of Clubs', '2 of Spades', '9 of Diamonds', 'Queen of Spades', 'Queen of Clubs', 'King of Spades', '3 of Clubs', '3 of Diamonds']",116,False
6 of Spades,"['6 of Spades', '8 of Hearts', '8 of Diamonds', '5 of Clubs', '2 of Spades', '9 of Diamonds', 'Queen of Spades', 'Queen of Clubs', 'King of Spades', '3 of Clubs', '3 of Diamonds', '6 of Diamonds', 'Ace of Spades', 'Jack of Spades', '5 of Hearts', 'King of Clubs']",80,False
6 of Spades,"['6 of Spades', '8 of Hearts', '8 of Diamonds', '5 of Clubs', '2 of Spades', '9 of Diamonds', 'Queen of Spades', 'Queen of Clubs', 'King of Spades', '3 of Clubs', '3 of Diamonds', '6 of Diamonds', 'Ace of Spades', 'Jack of Spades', '5 of Hearts', 'King of Clubs', '4 of Hearts', '7 of Diamonds']",0,True
6 of Spades,"['6 of Spades', '8 of Hearts', '8 of Diamonds', '5 of Clubs', '2 of Spades', '9 of Diamonds', 'Queen of Spades', 'Queen of Clubs', 'King of Spades', '3 of Clubs', '3 of Diamonds', '6 of Diamonds', 'Ace of Spades', 'Jack of Spades', '5 of Hearts', 'King of Clubs', '4 of Hearts', '7 of Diamonds']",42,True
6 of Spades,"['6 of Spades', '8 of Hearts', '8 of Diamonds', '5 of Clubs', '2 of Spades', '9 of Diamonds', 'Queen of Spades', 'Queen of Clubs', 'King of Spades', '3 of Clubs', '3 of Diamonds', '6 of Diamonds', 'Ace of Spades', 'Jack of Spades', '5 of Hearts', 'King of Clubs', '4 of Hearts', '7 of Diamonds']",0,False
10 of Spades,"['10 of Spades', '2 of Spades', 'King of Clubs', 'Jack of Clubs', 'Ace of Spades', '5 of Spades', 'King of Spades', '6 of Spades', '8 of Hearts', 'Queen of Clubs', '2 of Hearts']",118,True
10 of Spades,"['10 of Spades', '2 of Spades', 'King of Clubs', 'Jack of Clubs', 'Ace of Spades', '5 of Spades', 'King of Spades', '6 of Spades', '8 of Hearts', 'Queen of Clubs', '2 of Hearts', '4 of Clubs', '5 of Diamonds']",81,False
10 of Spades,"['10 of Spades', '2 of Spades', 'King of Clubs', 'Jack of Clubs', 'Ace of Spades', '5 of Spades', 'King of Spades', '6 of Spades', '8 of Hearts', 'Queen of Clubs', '2 of Hearts', '4 of Clubs', '5 of Diamonds', '6 of Diamonds']",0,False
10 of Spades,"['10 of Spades', '2 of Spades', 'King of Clubs', 'Jack of Clubs', 'Ace of Spades', '5 of Spades', 'King of Spades', '6 of Spades', '8 of Hearts', 'Queen of Clubs', '2 of Hearts', '4 of Clubs', '5 of Diamonds', '6 of Diamonds']",43,False
10 of Spades,"['10 of Spades', '2 of Spades', 'King of Clubs', 'Jack of Clubs', 'Ace of Spades', '5 of Spades', 'King of Spades', '6 of Spades', '8 of Hearts', 'Queen of Clubs', '2 of Hearts', '4 of Clubs', '5 of Diamonds', '6 of Diamonds', '6 of Clubs']",0,False
9 of Hearts,"['9 of Hearts', '8 of Hearts', 'Ace of Spades', 'King of Diamonds', '4 of Clubs', '5 of Hearts', '3 of Spades', '7 of Spades', '8 of Spades', '6 of Clubs', '2 of Diamonds']",119,False
9 of Hearts,"['9 of Hearts', '8 of Hearts', 'Ace of Spades', 'King of Diamonds', '4 of Clubs', '5 of Hearts', '3 of Spades', '7 of Spades', '8 of Spades', '6 of Clubs', '2 of Diamonds', 'Jack of Clubs']",82,True
9 of Hearts,"['9 of Hearts', '8 of Hearts', 'Ace of Spades', 'King of Diamonds', '4 of Clubs', '5 of Hearts', '3 of Spades', '7 of Spades', '8 of Spades', '6 of Clubs', '2 of Diamonds', 'Jack of Clubs', '6 of Diamonds']",0,False
9 of Hearts,"['9 of Hearts', '8 of Hearts', 'Ace of Spades', 'King of Diamonds', '4 of Clubs', '5 of Hearts', '3 of Spades', '7 of Spades', '8 of Spades', '6 of Clubs', '2 of Diamonds', 'Jack of Clubs', '6 of Diamonds']",43,False
9 of Hearts,"['9 of Hearts', '8 of Hearts', 'Ace of Spades', 'King of Diamonds', '4 of Clubs', '5 of Hearts', '3 of Spades', '7 of Spades', '8 of Spades', '6 of Clubs', '2 of Diamonds', 'Jack of Clubs', '6 of Diamonds']",0,False
2 of Diamonds,"['2 of Diamonds', '4 of Diamonds', '10 of Clubs', 'King of Diamonds', '9 of Hearts', 'King of Spades', '7 of Hearts', '8 of Spades', '5 of Spades', '5 of Diamonds', '2 of Hearts']",120,False
2 of Diamonds,"['2 of Diamonds', '4 of Diamonds', '10 of Clubs', 'King of Diamonds', '9 of Hearts', 'King of Spades', '7 of Hearts', '8 of Spades', '5 of Spades', '5 of Diamonds', '2 of Hearts', 'King of Clubs']",82,True
2 of Diamonds,"['2 of Diamonds', '4 of Diamonds', '10 of Clubs', 'King of Diamonds', '9 of Hearts', 'King of Spades', '7 of Hearts', '8 of Spades', '5 of Spades', '5 of Diamonds', '2 of Hearts', 'King of Clubs']",0,True
2 of Diamonds,"['2 of Diamonds', '4 of Diamonds', '10 of Clubs', 'King of Diamonds', '9 of Hearts', 'King of Spades', '7 of Hearts', '8 of Spades', '5 of Spades', '5 of Diamonds', '2 of Hearts', 'King of Clubs']",44,True
2 of Diamonds,"['2 of Diamonds', '4 of Diamonds', '10 of Clubs', 'King of Diamonds', '9 of Hearts', 'King of Spades', '7 of Hearts', '8 of Spades', '5 of Spades', '5 of Diamonds', '2 of Hearts', 'King of Clubs', '6 of Spades']",0,True
5 of Hearts,"['5 of Hearts', 'Jack of Spades', '3 of Spades', '7 of Spades', 'King of Clubs', '7 of Clubs', 'Ace of Spades', '5 of Spades', '8 of Spades', '4 of Diamonds', '6 of Spades']",122,True
5 of Hearts,"['5 of Hearts', 'Jack of Spades', '3 of Spades', '7 of Spades', 'King of Clubs', '7 of Clubs', 'Ace of Spades', '5 of Spades', '8 of Spades', '4 of Diamonds', '6 of Spades', '3 of Clubs', '5 of Diamonds']",82,True
5 of Hearts,"['5 of Hearts', 'Jack of Spades', '3 of Spades', '7 of Spades', 'King of Clubs', '7 of Clubs', 'Ace of Spades', '5 of Spades', '8 of Spades', '4 of Diamonds', '6 of Spades', '3 of Clubs', '5 of Diamonds']",0,True
5 of Hearts,"['5 of Hearts', 'Jack of Spades', '3 of Spades', '7 of Spades', 'King of Clubs', '7 of Clubs', 'Ace of Spades', '5 of Spades', '8 of Spades', '4 of Diamonds', '6 of Spades', '3 of Clubs', '5 of Diamonds']",45,True
5 of Hearts,"['5 of Hearts', 'Jack of Spades', '3 of Spades', '7 of Spades', 'King of Clubs', '7 of Clubs', 'Ace of Spades', '5 of Spades', '8 of Spades', '4 of Diamonds', '6 of Spades', '3 of Clubs', '5 of Diamonds', '3 of Hearts']",0,True
5 of Spades,"['5 of Spades', '9 of Hearts', '5 of Hearts', 'King of Diamonds', '10 of Clubs', '9 of Clubs', '3 of Spades', 'King of Hearts', '6 of Spades', 'King of Spades', '8 of Spades']",123,False
5 of Spades,"['5 of Spades', '9 of Hearts', '5 of Hearts', 'King of Diamonds', '10 of Clubs', '9 of Clubs', '3 of Spades', 'King of Hearts', '6 of Spades', 'King of Spades', '8 of Spades', 'Queen of Hearts']",82,True
5 of Spades,"['5 of Spades', '9 of Hearts', '5 of Hearts', 'King of Diamonds', '10 of Clubs', '9 of Clubs', '3 of Spades', 'King of Hearts', '6 of Spades', 'King of Spades', '8 of Spades', 'Queen of Hearts']",0,False
5 of Spades,"['5 of Spades', '9 of Hearts', '5 of Hearts', 'King of Diamonds', '10 of Clubs', '9 of Clubs', '3 of Spades', 'King of Hearts', '6 of Spades', 'King of Spades', '8 of Spades', 'Queen of Hearts']",45,False
5 of Spades,"['5 of Spades', '9 of Hearts', '5 of Hearts', 'King of Diamonds', '10 of Clubs', '9 of Clubs', '3 of Spades', 'King of Hearts', '6 of Spades', 'King of Spades', '8 of Spades', 'Queen of Hearts']",0,True
9 of Clubs,"['9 of Clubs', 'Queen of Diamonds', '8 of Diamonds', 'Ace of Hearts', '9 of Diamonds', '8 of Spades', '7 of Diamonds', '6 of Clubs', '2 of Hearts', '9 of Spades', '6 of Hearts']",123,False
9 of Clubs,"['9 of Clubs', 'Queen of Diamonds', '8 of Diamonds', 'Ace of Hearts', '9 of Diamonds', '8 of Spades', '7 of Diamonds', '6 of Clubs', '2 of Hearts', '9 of Spades', '6 of Hearts']",83,False
9 of Clubs,"['9 of Clubs', 'Queen of Diamonds', '8 of Diamonds', 'Ace of Hearts', '9 of Diamonds', '8 of Spades', '7 of Diamonds', '6 of Clubs', '2 of Hearts', '9 of Spades', '6 of Hearts', '8 of Clubs']",0,False
9 of Clubs,"['9 of Clubs', 'Queen of Diamonds', '8 of Diamonds', 'Ace of Hearts', '9 of Diamonds', '8 of Spades', '7 of Diamonds', '6 of Clubs', '2 of Hearts', '9 of Spades', '6 of Hearts', '8 of Clubs']",46,False
9 of Clubs,"['9 of Clubs', 'Queen of Diamonds', '8 of Diamonds', 'Ace of Hearts', '9 of Diamonds', '8 of Spades', '7 of Diamonds', '6 of Clubs', '2 of Hearts', '9 of Spades', '6 of Hearts', '8 of Clubs', '5 of Diamonds']",0,False
5 of Hearts,"['5 of Hearts', '8 of Clubs', '10 of Spades', '6 of Spades', '8 of Spades', 'King of Clubs', '3 of Hearts', 'Jack of Hearts', 'Jack of Clubs', '4 of Clubs', '9 of Spades']",123,True
5 of Hearts,"['5 of Hearts', '8 of Clubs', '10 of Spades', '6 of Spades', '8 of Spades', 'King of Clubs', '3 of Hearts', 'Jack of Hearts', 'Jack of Clubs', '4 of Clubs', '9 of Spades']",83,True
5 of Hearts,"['5 of Hearts', '8 of Clubs', '10 of Spades', '6 of Spades', '8 of Spades', 'King of Clubs', '3 of Hearts', 'Jack of Hearts', 'Jack of Clubs', '4 of Clubs', '9 of Spades']",0,True
5 of Hearts,"['5 of Hearts', '8 of Clubs', '10 of Spades', '6 of Spades', '8 of Spades', 'King of Clubs', '3 of Hearts', 'Jack of Hearts', 'Jack of Clubs', '4 of Clubs', '9 of Spades']",48,True
5 of Hearts,"['5 of Hearts', '8 of Clubs', '10 of Spades', '6 of Spades', '8 of Spades', 'King of Clubs', '3 of Hearts', 'Jack of Hearts', 'Jack of Clubs', '4 of Clubs', '9 of Spades', '4 of Hearts', '4 of Diamonds']",0,True
9 of Diamonds,"['9 of Diamonds', '10 of Diamonds', '10 of Hearts', 'Queen of Diamonds', 'Jack of Clubs', '8 of Clubs', 'Ace of Spades', '8 of Hearts', '6 of Clubs', '5 of Hearts', '4 of Clubs']",126,True
9 of Diamonds,"['9 of Diamonds', '10 of Diamonds', '10 of Hearts', 'Queen of Diamonds', 'Jack of Clubs', '8 of Clubs', 'Ace of Spades', '8 of Hearts', '6 of Clubs', '5 of Hearts', '4 of Clubs', 'King of Diamonds', '4 of Hearts', '5 of Clubs']",83,True
9 of Diamonds,"['9 of Diamonds', '10 of Diamonds', '10 of Hearts', 'Queen of Diamonds', 'Jack of Clubs', '8 of Clubs', 'Ace of Spades', '8 of Hearts', '6 of Clubs', '5 of Hearts', '4 of Clubs', 'King of Diamonds', '4 of Hearts', '5 of Clubs']",0,False
9 of Diamonds,"['9 of Diamonds', '10 of Diamonds', '10 of Hearts', 'Queen of Diamonds', 'Jack of Clubs', '8 of Clubs', 'Ace of Spades', '8 of Hearts', '6 of Clubs', '5 of Hearts', '4 of Clubs', 'King of Diamonds', '4 of Hearts', '5 of Clubs']",49,False
9 of Diamonds,"['9 of Diamonds', '10 of Diamonds', '10 of Hearts', 'Queen of Diamonds', 'Jack of Clubs', '8 of Clubs', 'Ace of Spades', '8 of Hearts', '6 of Clubs', '5 of Hearts', '4 of Clubs', 'King of Diamonds', '4 of Hearts', '5 of Clubs', '3 of Hearts']",0,False
Queen of Spades,"['Queen of Spades', '4 of Clubs', '2 of Diamonds', '3 of Spades', '7 of Hearts', 'Queen of Hearts', '5 of Spades', '5 of Hearts', 'Queen of Clubs', '4 of Spades', '5 of Clubs']",128,False
Queen of Spades,"['Queen of Spades', '4 of Clubs', '2 of Diamonds', '3 of Spades', '7 of Hearts', 'Queen of Hearts', '5 of Spades', '5 of Hearts', 'Queen of Clubs', '4 of Spades', '5 of Clubs', '5 of Diamonds', '8 of Diamonds']",86,False
Queen of Spades,"['Queen of Spades', '4 of Clubs', '2 of Diamonds', '3 of Spades', '7 of Hearts', 'Queen of Hearts', '5 of Spades', '5 of Hearts', 'Queen of Clubs', '4 of Spades', '5 of Clubs', '5 of Diamonds', '8 of Diamonds', '3 of Hearts', '3 of Diamonds', '9 of Hearts']",0,False
Queen of Spades,"['Queen of Spades', '4 of Clubs', '2 of Diamonds', '3 of Spades', '7 of Hearts', 'Queen of Hearts', '5 of Spades', '5 of Hearts', 'Queen of Clubs', '4 of Spades', '5 of Clubs', '5 of Diamonds', '8 of Diamonds', '3 of Hearts', '3 of Diamonds', '9 of Hearts']",50,False
Queen of Spades,"['Queen of Spades', '4 of Clubs', '2 of Diamonds', '3 of Spades', '7 of Hearts', 'Queen of Hearts', '5 of Spades', '5 of Hearts', 'Queen of Clubs', '4 of Spades', '5 of Clubs', '5 of Diamonds', '8 of Diamonds', '3 of Hearts', '3 of Diamonds', '9 of Hearts', 'King of Spades']",0,False
Jack of Clubs,"['Jack of Clubs', 'Ace of Spades', '9 of Hearts', '10 of Diamonds', '9 of Clubs', 'Jack of Spades', '3 of Diamonds', '3 of Spades', 'King of Hearts', '2 of Diamonds', '4 of Clubs']",130,True
Jack of Clubs,"['Jack of Clubs', 'Ace of Spades', '9 of Hearts', '10 of Diamonds', '9 of Clubs', 'Jack of Spades', '3 of Diamonds', '3 of Spades', 'King of Hearts', '2 of Diamonds', '4 of Clubs', '6 of Spades', '5 of Spades']",86,True
Jack of Clubs,"['Jack of Clubs', 'Ace of Spades', '9 of Hearts', '10 of Diamonds', '9 of Clubs', 'Jack of Spades', '3 of Diamonds', '3 of Spades', 'King of Hearts', '2 of Diamonds', '4 of Clubs', '6 of Spades', '5 of Spades']",0,False
Jack of Clubs,"['Jack of Clubs', 'Ace of Spades', '9 of Hearts', '10 of Diamonds', '9 of Clubs', 'Jack of Spades', '3 of Diamonds', '3 of Spades', 'King of Hearts', '2 of Diamonds', '4 of Clubs', '6 of Spades', '5 of Spades']",51,True
Jack of Clubs,"['Jack of Clubs', 'Ace of Spades', '9 of Hearts', '10 of Diamonds', '9 of Clubs', 'Jack of Spades', '3 of Diamonds', '3 of Spades', 'King of Hearts', '2 of Diamonds', '4 of Clubs', '6 of Spades', '5 of Spades', '7 of Spades']",0,False
8 of Spades,"['8 of Spades', 'Jack of Hearts', 'Jack of Clubs', 'King of Clubs', 'King of Hearts', '5 of Clubs', '10 of Diamonds', 'Queen of Hearts', '7 of Diamonds', 'Ace of Clubs', '2 of Spades']",133,True
8 of Spades,"['8 of Spades', 'Jack of Hearts', 'Jack of Clubs', 'King of Clubs', 'King of Hearts', '5 of Clubs', '10 of Diamonds', 'Queen of Hearts', '7 of Diamonds', 'Ace of Clubs', '2 of Spades', 'Ace of Spades', '9 of Hearts', '8 of Hearts']",90,True
8 of Spades,"['8 of Spades', 'Jack of Hearts', 'Jack of Clubs', 'King of Clubs', 'King of Hearts', '5 of Clubs', '10 of Diamonds', 'Queen of Hearts', '7 of Diamonds', 'Ace of Clubs', '2 of Spades', 'Ace of Spades', '9 of Hearts', '8 of Hearts', '10 of Spades', '3 of Spades', '3 of Hearts', 'Queen of Diamonds']",0,True
8 of Spades,"['8 of Spades', 'Jack of Hearts', 'Jack of Clubs', 'King of Clubs', 'King of Hearts', '5 of Clubs', '10 of Diamonds', 'Queen of Hearts', '7 of Diamonds', 'Ace of Clubs', '2 of Spades', 'Ace of Spades', '9 of Hearts', '8 of Hearts', '10 of Spades', '3 of Spades', '3 of Hearts', 'Queen of Diamonds']",51,True
8 of Spades,"['8 of Spades', 'Jack of Hearts', 'Jack of Clubs', 'King of Clubs', 'King of Hearts', '5 of Clubs', '10 of Diamonds', 'Queen of Hearts', '7 of Diamonds', 'Ace of Clubs', '2 of Spades', 'Ace of Spades', '9 of Hearts', '8 of Hearts', '10 of Spades', '3 of Spades', '3 of Hearts', 'Queen of Diamonds']",0,True
2 of Clubs,"['2 of Clubs', '9 of Clubs', '5 of Clubs', '5 of Diamonds', '7 of Clubs', '7 of Hearts', 'King of Spades', 'Queen of Diamonds', '4 of Spades', 'Ace of Clubs', '6 of Diamonds']",134,False
2 of Clubs,"['2 of Clubs', '9 of Clubs', '5 of Clubs', '5 of Diamonds', '7 of Clubs', '7 of Hearts', 'King of Spades', 'Queen of Diamonds', '4 of Spades', 'Ace of Clubs', '6 of Diamonds', '5 of Spades']",91,False
2 of Clubs,"['2 of Clubs', '9 of Clubs', '5 of Clubs', '5 of Diamonds', '7 of Clubs', '7 of Hearts', 'King of Spades', 'Queen of Diamonds', '4 of Spades', 'Ace of Clubs', '6 of Diamonds', '5 of Spades', 'Ace of Hearts']",0,False
2 of Clubs,"['2 of Clubs', '9 of Clubs', '5 of Clubs', '5 of Diamonds', '7 of Clubs', '7 of Hearts', 'King of Spades', 'Queen of Diamonds', '4 of Spades', 'Ace of Clubs', '6 of Diamonds', '5 of Spades', 'Ace of Hearts']",52,False
2 of Clubs,"['2 of Clubs', '9 of Clubs', '5 of Clubs', '5 of Diamonds', '7 of Clubs', '7 of Hearts', 'King of Spades', 'Queen of Diamonds', '4 of Spades', 'Ace of Clubs', '6 of Diamonds', '5 of Spades', 'Ace of Hearts', 'Jack of Diamonds']",0,False
7 of Diamonds,"['7 of Diamonds', '3 of Diamonds', 'King of Diamonds', '6 of Hearts', '3 of Spades', '2 of Diamonds', 'Jack of Hearts', '5 of Clubs', '9 of Spades', '6 of Spades', '2 of Hearts']",135,False
7 of Diamonds,"['7 of Diamonds', '3 of Diamonds', 'King of Diamonds', '6 of Hearts', '3 of Spades', '2 of Diamonds', 'Jack of Hearts', '5 of Clubs', '9 of Spades', '6 of Spades', '2 of Hearts', '9 of Hearts']",92,True
7 of Diamonds,"['7 of Diamonds', '3 of Diamonds', 'King of Diamonds', '6 of Hearts', '3 of Spades', '2 of Diamonds', 'Jack of Hearts', '5 of Clubs', '9 of Spades', '6 of Spades', '2 of Hearts', '9 of Hearts', '8 of Clubs']",0,True
7 of Diamonds,"['7 of Diamonds', '3 of Diamonds', 'King of Diamonds', '6 of Hearts', '3 of Spades', '2 of Diamonds', 'Jack of Hearts', '5 of Clubs', '9 of Spades', '6 of Spades', '2 of Hearts', '9 of Hearts', '8 of Clubs']",52,True
7 of Diamonds,"['7 of Diamonds', '3 of Diamonds', 'King of Diamonds', '6 of Hearts', '3 of Spades', '2 of Diamonds', 'Jack of Hearts', '5 of Clubs', '9 of Spades', '6 of Spades', '2 of Hearts', '9 of Hearts', '8 of Clubs']",0,True
8 of Hearts,"['8 of Hearts', '3 of Spades', '2 of Spades', 'Jack of Diamonds', 'King of Spades', '6 of Hearts', '5 of Clubs', '9 of Diamonds', 'Ace of Spades', '2 of Hearts', 'Ace of Clubs']",137,True
8 of Hearts,"['8 of Hearts', '3 of Spades', '2 of Spades', 'Jack of Diamonds', 'King of Spades', '6 of Hearts', '5 of Clubs', '9 of Diamonds', 'Ace of Spades', '2 of Hearts', 'Ace of Clubs', 'King of Hearts', '6 of Diamonds']",92,True
8 of Hearts,"['8 of Hearts', '3 of Spades', '2 of Spades', 'Jack of Diamonds', 'King of Spades', '6 of Hearts', '5 of Clubs', '9 of Diamonds', 'Ace of Spades', '2 of Hearts', 'Ace of Clubs', 'King of Hearts', '6 of Diamonds']",0,True
8 of Hearts,"['8 of Hearts', '3 of Spades', '2 of Spades', 'Jack of Diamonds', 'King of Spades', '6 of Hearts', '5 of Clubs', '9 of Diamonds', 'Ace of Spades', '2 of Hearts', 'Ace of Clubs', 'King of Hearts', '6 of Diamonds']",54,False
8 of Hearts,"['8 of Hearts', '3 of Spades', '2 of Spades', 'Jack of Diamonds', 'King of Spades', '6 of Hearts', '5 of Clubs', '9 of Diamonds', 'Ace of Spades', '2 of Hearts', 'Ace of Clubs', 'King of Hearts', '6 of Diamonds', '4 of Diamonds', 'Jack of Clubs']",0,True
